run_id,method_id,scenario_id,seed,git_commit,config_hash,record_type,series_index,environment_steps,episode_index,environment_seed,completed_boundary,transition_count,reward,reward_mean,reward_positive,penalty_total,completion_component,expiration_penalty,workload_penalty,energy_penalty,completed_task_count,expired_task_count,update_index,ppo_epoch_index,policy_version_before,policy_version_after,alpha,critic_learning_rate,ppo_clip_epsilon,loss,loss_type,actor_loss,critic_loss,entropy,total_loss,ratio,actor_grad_norm_before_clip,critic_grad_norm_before_clip,signal_gate_status
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,578,37120,,,,,,,,,,,,,,,144,1,144,145,0.0003,0.0003,0.2,0.5037730932235718,PPO clipped-surrogate actor + half-MSE critic,-0.3266882598400116,1.6756047010421753,0.7341022491455078,0.5037730932235718,1.0004379749298096,0.8343043923377991,4.491445064544678,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,579,37120,,,,,,,,,,,,,,,144,2,144,145,0.0003,0.0003,0.2,0.43061813712120056,PPO clipped-surrogate actor + half-MSE critic,-0.32981422543525696,1.5354347229003906,0.7284996509552002,0.43061813712120056,1.0016334056854248,0.5996427536010742,3.854529857635498,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,580,37120,,,,,,,,,,,,,,,144,3,144,145,0.0003,0.0003,0.2,0.3619253635406494,PPO clipped-surrogate actor + half-MSE critic,-0.3317503333091736,1.4017930030822754,0.722081184387207,0.3619253635406494,1.0022345781326294,0.4393862783908844,3.508111000061035,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,581,37376,,,,,,,,,,,,,,,145,0,145,146,0.0003,0.0003,0.2,0.9973504543304443,PPO clipped-surrogate actor + half-MSE critic,0.3891357183456421,1.234992265701294,0.9281385540962219,0.9973504543304443,1.0,1.9413985013961792,3.6355295181274414,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,582,37376,,,,,,,,,,,,,,,145,1,145,146,0.0003,0.0003,0.2,0.9716830253601074,PPO clipped-surrogate actor + half-MSE critic,0.3859128952026367,1.1900813579559326,0.927057683467865,0.9716830253601074,0.9996680617332458,0.6141604781150818,3.2159316539764404,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,583,37376,,,,,,,,,,,,,,,145,2,145,146,0.0003,0.0003,0.2,0.937038779258728,PPO clipped-surrogate actor + half-MSE critic,0.380744069814682,1.1310794353485107,0.9245064854621887,0.937038779258728,0.9983919262886047,0.6023494601249695,2.6300175189971924,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,584,37376,,,,,,,,,,,,,,,145,3,145,146,0.0003,0.0003,0.2,0.9020741581916809,PPO clipped-surrogate actor + half-MSE critic,0.3772144913673401,1.0681428909301758,0.9211782217025757,0.9020741581916809,0.9976191520690918,1.270117163658142,2.0565576553344727,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,585,37632,,,,,,,,,,,,,,,146,0,146,147,0.0003,0.0003,0.2,0.23837222158908844,PPO clipped-surrogate actor + half-MSE critic,-0.6339039206504822,1.7593350410461426,0.7391378879547119,0.23837222158908844,1.0,1.0094258785247803,5.060581684112549,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,586,37632,,,,,,,,,,,,,,,146,1,146,147,0.0003,0.0003,0.2,0.23705768585205078,PPO clipped-surrogate actor + half-MSE critic,-0.6353502869606018,1.7595196962356567,0.7351883053779602,0.23705768585205078,0.9997740983963013,0.9345213770866394,5.057952880859375,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,587,37632,,,,,,,,,,,,,,,146,2,146,147,0.0003,0.0003,0.2,0.21880866587162018,PPO clipped-surrogate actor + half-MSE critic,-0.639052152633667,1.7303593158721924,0.731884241104126,0.21880866587162018,0.9998838901519775,0.843349277973175,4.67267370223999,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,588,37632,,,,,,,,,,,,,,,146,3,146,147,0.0003,0.0003,0.2,0.19011083245277405,PPO clipped-surrogate actor + half-MSE critic,-0.6440907120704651,1.6829943656921387,0.7295632362365723,0.19011083245277405,1.0001074075698853,0.7377341389656067,3.9693105220794678,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,589,37888,,,,,,,,,,,,,,,147,0,147,148,0.0003,0.0003,0.2,0.27734121680259705,PPO clipped-surrogate actor + half-MSE critic,-0.06655766814947128,0.7038637399673462,0.8032987713813782,0.27734121680259705,1.0,0.6976613998413086,0.7675155997276306,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,590,37888,,,,,,,,,,,,,,,147,1,147,148,0.0003,0.0003,0.2,0.27363190054893494,PPO clipped-surrogate actor + half-MSE critic,-0.06761091202497482,0.6984896063804626,0.8001991510391235,0.27363190054893494,1.00087571144104,0.5962397456169128,0.5502276420593262,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,591,37888,,,,,,,,,,,,,,,147,2,147,148,0.0003,0.0003,0.2,0.2690342664718628,PPO clipped-surrogate actor + half-MSE critic,-0.07085370272397995,0.6956709623336792,0.7947508692741394,0.2690342664718628,1.0010690689086914,0.6274018883705139,0.9548724293708801,signal-watch
ca_gat_mappo__small__seed-42__cfg-6f2181b8e38c__git-e469ac5d152b,ca_gat_mappo,small,42,e469ac5d152b50c21427eecb0c098f60c618f9f3,6f2181b8e38c9454f0e5c0e44c3d52a8d1e1e11d7c4abe30331f6c5c8ef4e824,ppo_epoch,592,37888,,,,,,,,,,,,,,,147,3,147,148,0.0003,0.0003,0.2,0.2611446678638458,PPO clipped-surrogate actor + half-MSE critic,-0.07570678740739822,0.689457356929779,0.787722647190094,0.2611446678638458,1.0007168054580688,1.0310167074203491,1.0225855112075806,signal-watch
